organization,department,year,amount
wisconsin society of anesthesiologist,medical ed,2009,0
wisconsin society of anesthesiologist,medical ed,2010,0
wisconsin society of anesthesiologist,medical ed,2011,0
wisconsin society of anesthesiologist,medical ed,2012,0
wisconsin society of anesthesiologist,medical ed,2013,0
wisconsin society of anesthesiologist,medical ed,2014,0
wisconsin society of anesthesiologist,medical ed,2015,0
wisconsin society of physical medicine and rehabilitatio,conventions,2002,0
wisconsin society of physical medicine and rehabilitatio,conventions,2003,0
wisconsin society of physical medicine and rehabilitatio,conventions,2004,0
wisconsin society of physical medicine and rehabilitatio,conventions,2005,0
wisconsin society of physical medicine and rehabilitatio,conventions,2006,0
wisconsin society of physical medicine and rehabilitatio,conventions,2007,0
wisconsin society of physical medicine and rehabilitatio,conventions,2008,0
wisconsin society of physical medicine and rehabilitatio,conventions,2009,0
wisconsin society of physical medicine and rehabilitatio,conventions,2010,0
wisconsin society of physical medicine and rehabilitatio,conventions,2011,300
wisconsin society of physical medicine and rehabilitatio,conventions,2012,0
wisconsin society of physical medicine and rehabilitatio,conventions,2013,0
wisconsin society of physical medicine and rehabilitatio,conventions,2014,0
wisconsin society of physical medicine and rehabilitatio,conventions,2015,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2002,400
wisconsin society of physical medicine and rehabilitatio,lecture program,2003,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2004,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2005,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2006,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2007,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2008,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2009,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2010,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2011,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2012,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2013,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2014,0
wisconsin society of physical medicine and rehabilitatio,lecture program,2015,0
women in government,pur pharma fund,2002,0
women in government,pur pharma fund,2003,0
women in government,pur pharma fund,2004,27500
women in government,pur pharma fund,2005,65000
women in government,pur pharma fund,2006,0
women in government,pur pharma fund,2007,0
women in government,pur pharma fund,2008,0
women in government,pur pharma fund,2009,126000
women in government,pur pharma fund,2010,0
women in government,pur pharma fund,2011,0
women in government,pur pharma fund,2012,0
women in government,pur pharma fund,2013,0
women in government,pur pharma fund,2014,0
women in government,pur pharma fund,2015,0
women in government,st. gov leg  aff,2002,0
women in government,st. gov leg  aff,2003,0
women in government,st. gov leg  aff,2004,0
women in government,st. gov leg  aff,2005,2500
women in government,st. gov leg  aff,2006,0
women in government,st. gov leg  aff,2007,0
women in government,st. gov leg  aff,2008,0
women in government,st. gov leg  aff,2009,0
women in government,st. gov leg  aff,2010,130000
women in government,st. gov leg  aff,2011,30000
women in government,st. gov leg  aff,2012,20000
women in government,st. gov leg  aff,2013,3000
women in government,st. gov leg  aff,2014,2000
women in government,st. gov leg  aff,2015,0
wyoming state board of pharmacy,general counsel,2002,300
wyoming state board of pharmacy,general counsel,2003,300
wyoming state board of pharmacy,general counsel,2004,350
wyoming state board of pharmacy,general counsel,2005,350
wyoming state board of pharmacy,general counsel,2006,1000
wyoming state board of pharmacy,general counsel,2007,1000
wyoming state board of pharmacy,general counsel,2008,1000
wyoming state board of pharmacy,general counsel,2009,1150
wyoming state board of pharmacy,general counsel,2010,1050
wyoming state board of pharmacy,general counsel,2011,1000
wyoming state board of pharmacy,general counsel,2012,1000
wyoming state board of pharmacy,general counsel,2013,1050
wyoming state board of pharmacy,general counsel,2014,1000
wyoming state board of pharmacy,general counsel,2015,0
wyoming state board of pharmacy,st. gov leg  aff,2002,0
wyoming state board of pharmacy,st. gov leg  aff,2003,0
wyoming state board of pharmacy,st. gov leg  aff,2004,5000
wyoming state board of pharmacy,st. gov leg  aff,2005,0
wyoming state board of pharmacy,st. gov leg  aff,2006,0
wyoming state board of pharmacy,st. gov leg  aff,2007,0
wyoming state board of pharmacy,st. gov leg  aff,2008,0
wyoming state board of pharmacy,st. gov leg  aff,2009,0
wyoming state board of pharmacy,st. gov leg  aff,2010,0
wyoming state board of pharmacy,st. gov leg  aff,2011,0
wyoming state board of pharmacy,st. gov leg  aff,2012,0
wyoming state board of pharmacy,st. gov leg  aff,2013,0
wyoming state board of pharmacy,st. gov leg  aff,2014,0
wyoming state board of pharmacy,st. gov leg  aff,2015,0
yellowstone neurosurgical assoc pc,conventions,2002,0
yellowstone neurosurgical assoc pc,conventions,2003,0
yellowstone neurosurgical assoc pc,conventions,2004,750
yellowstone neurosurgical assoc pc,conventions,2005,0
yellowstone neurosurgical assoc pc,conventions,2006,0
yellowstone neurosurgical assoc pc,conventions,2007,0
yellowstone neurosurgical assoc pc,conventions,2008,0
yellowstone neurosurgical assoc pc,conventions,2009,0
yellowstone neurosurgical assoc pc,conventions,2010,0
yellowstone neurosurgical assoc pc,conventions,2011,0
yellowstone neurosurgical assoc pc,conventions,2012,0
yellowstone neurosurgical assoc pc,conventions,2013,0
yellowstone neurosurgical assoc pc,conventions,2014,0
yellowstone neurosurgical assoc pc,conventions,2015,0
ymc america inc,analytical sci,2002,0
ymc america inc,analytical sci,2003,0
ymc america inc,analytical sci,2004,0
ymc america inc,analytical sci,2005,0
ymc america inc,analytical sci,2006,0
ymc america inc,analytical sci,2007,0
ymc america inc,analytical sci,2008,0
ymc america inc,analytical sci,2009,0
ymc america inc,analytical sci,2010,0
ymc america inc,analytical sci,2011,0
ymc america inc,analytical sci,2012,1325.8
ymc america inc,analytical sci,2013,0
ymc america inc,analytical sci,2014,706.71
ymc america inc,analytical sci,2015,0
ymc america inc,quality control,2002,0
ymc america inc,quality control,2003,0
ymc america inc,quality control,2004,0
ymc america inc,quality control,2005,0
ymc america inc,quality control,2006,0
